Geo Point,Geo Shape,SCHULSTAND,SCHULTYP,NAME,VORNAME_K,NACHNAME_K,FUNKTION,WEBSEITE,STRASSE,HAUSNUMMER,PLZ,ORTSCHAFT,TELEFON,FAX,WWW_LINK,EMAIL,PDF_REPORT,GEOMETRIE,lat,long,q_rating,w_rating,v_rating
"47.569189245,7.59275257189","{""type"": ""Point"", ""coordinates"": [7.592752571890357, 47.56918924501053]}",Bläsi,Kindergarten,Amerbachstrasse 52,,,Kindergarten,,Amerbachstrasse,52,4057,Basel,+41 61 683 57 27,,,,,2611598.288000/1268731.665000,47.569189245,7.59275257189,0.4,0.4,0
"47.5656504297,7.59721181442","{""type"": ""Point"", ""coordinates"": [7.597211814420366, 47.56565042971569]}",Theodor,Kindergarten,Sperrstrasse 104a,,,Kindergarten,,Sperrstrasse,104a,4057,Basel,+41 61 681 03 97,,,,,2611934.634000/1268338.853000,47.5656504297,7.59721181442,0.0,0.5,0
"47.5324778166,7.59691484142","{""type"": ""Point"", ""coordinates"": [7.596914841416418, 47.53247781660629]}",Bruderholz,Kindergarten,Fritz Hauser Strasse 20,,,Kindergarten,,Fritz Hauser Strasse,20,4059,Basel,+41 61 361 84 42,,,,,2611919.687000/1264650.405000,47.5324778166,7.59691484142,0.0,0.4,0
"47.5701806427,7.59423815943","{""type"": ""Point"", ""coordinates"": [7.59423815942777, 47.57018064271006]}",Dreirosen,Kindergarten,Markgräflerstrasse 49,,,Kindergarten,,Markgräflerstrasse,49,4057,Basel,+41 61 691 39 20,,,,,2611709.860000/1268842.117000,47.5701806427,7.59423815943,0.0,0.1,0
"47.553736567,7.61427492324","{""type"": ""Point"", ""coordinates"": [7.614274923242674, 47.553736566998545]}",Gellert,Kindergarten,Lehenmattstrasse 54,,,Kindergarten,,Lehenmattstrasse,54,4052,Basel,+41 61 311 94 20,,,,,2613221.658000/1267016.889000,47.553736567,7.61427492324,0.4,0.5,0
"47.5527579284,7.61793432467","{""type"": ""Point"", ""coordinates"": [7.617934324667344, 47.55275792840632]}",Gellert,Kindergarten,Nasenweg 13,,,Kindergarten,,Nasenweg,13,4052,Basel,+41 61 312 27 28,,,,,2613497.353000/1266908.696000,47.5527579284,7.61793432467,0.0,0.7,0
"47.5565960861,7.5696706901","{""type"": ""Point"", ""coordinates"": [7.569670690103572, 47.556596086117395]}",Gotthelf,Kindergarten,Allschwilerplatz 9,,,Kindergarten,,Allschwilerplatz,9,4054,Basel,+41 61 301 42 39,,,,,2609863.715000/1267328.309000,47.5565960861,7.5696706901,0.0,0.2,0
"47.5588255748,7.56820698075","{""type"": ""Point"", ""coordinates"": [7.568206980752652, 47.558825574830315]}",Gotthelf,Kindergarten,Bündnerstrasse 38,,,Kindergarten,,Bündnerstrasse,38,4054,Basel,+41 61 301 14 89,,,,,2609753.139000/1267576.021000,47.5588255748,7.56820698075,0.2,0.7,0
"47.5631912319,7.61523723342","{""type"": ""Point"", ""coordinates"": [7.615237233417858, 47.563191231857644]}",Hirzbrunnen,Kindergarten,Magdenstrasse 19,,,Kindergarten,,Magdenstrasse,19,4058,Basel,+41 61 601 44 05,,http://schulen.edubs.ch/ps/hirzbrunnen/kindergaerten,,,2613291.737000/1268068.301000,47.5631912319,7.61523723342,0.0,0.2,0
"47.5686783689,7.56844234559","{""type"": ""Point"", ""coordinates"": [7.568442345587222, 47.56867836892515]}",Isaak Iselin,Kindergarten,Luzernerring 83,,,Kindergarten,,Luzernerring,83,4055,Basel,+41 61 322 41 24,,,,,2609769.053000/1268671.571000,47.5686783689,7.56844234559,0.1,0.9,1
"47.5841473039,7.59237553453","{""type"": ""Point"", ""coordinates"": [7.592375534532086, 47.584147303905695]}",Kleinhüningen,Kindergarten,Dorfstrasse 51,,,Kindergarten,,Dorfstrasse,51,4057,Basel,+41 61 208 53 37,,,,,2611566.675000/1270394.786000,47.5841473039,7.59237553453,0.0,0.30000000000000004,0
"47.5830266002,7.59147660964","{""type"": ""Point"", ""coordinates"": [7.591476609635107, 47.583026600171344]}",Kleinhüningen,Kindergarten,Pfarrgasse 11,,,Kindergarten,,Pfarrgasse,11,4057,Basel,+41 61 631 06 95,,,,,2611499.292000/1270270.044000,47.5830266002,7.59147660964,0.1,0.4,0
"47.5473240549,7.60329840302","{""type"": ""Point"", ""coordinates"": [7.603298403017194, 47.547324054852865]}",Sevogel,Kindergarten,Andreas Heusler-Strasse 41,,,Kindergarten,,Andreas Heusler-Strasse,41,4052,Basel,+41 61 311 39 93,,,,,2612396.931000/1266302.110000,47.5473240549,7.60329840302,0.0,0.0,0
"47.5632812857,7.59394813975","{""type"": ""Point"", ""coordinates"": [7.593948139746331, 47.56328128572662]}",Theodor,Kindergarten,Claragraben 96,,,Kindergarten,,Claragraben,96,4058,Basel,+41 61 691 01 70,,,,,2611689.547000/1268074.942000,47.5632812857,7.59394813975,0.7,1.5000000000000004,0
"47.5675523949,7.59594821614","{""type"": ""Point"", ""coordinates"": [7.59594821613539, 47.56755239486053]}",Bläsi,Kindergarten,Efringerstrasse 7,,,Kindergarten,,Efringerstrasse,7,4057,Basel,+41 61 692 00 18,,,,,2611839.121000/1268550.140000,47.5675523949,7.59594821614,0.0,1.2,1
"47.54014071,7.59492015088","{""type"": ""Point"", ""coordinates"": [7.594920150883183, 47.54014071004588]}",Brunnmatt,Kindergarten,J.J Balmer Strasse 9,,,Kindergarten,,J.J Balmer Strasse,9,4053,Basel,+41 61 331 19 00,,,,,2611767.796000/1265502.125000,47.54014071,7.59492015088,0.1,1.3000000000000003,0
"47.5698630846,7.58896740469","{""type"": ""Point"", ""coordinates"": [7.588967404686323, 47.56986308457453]}",Dreirosen,Kindergarten,Breisacherstrasse 134,,,Kindergarten,,Breisacherstrasse,134,4057,Basel,+41 61 208 50 75,,,,,2611313.314000/1268806.039000,47.5698630846,7.58896740469,0.1,0.2,0
"47.5710564957,7.59420257111","{""type"": ""Point"", ""coordinates"": [7.594202571112222, 47.57105649574271]}",Dreirosen,Kindergarten,Horburgstrasse 51,,,Kindergarten,,Horburgstrasse,51,4057,Basel,+41 61 681 32 59,,,,,2611706.990000/1268939.497000,47.5710564957,7.59420257111,0.0,0.0,1
"47.5629576952,7.59114642546","{""type"": ""Point"", ""coordinates"": [7.591146425456586, 47.562957695208375]}",Dreirosen,Kindergarten,Kasernenstrasse 25,,,Kindergarten,,Kasernenstrasse,25,4057,Basel,+41 61 681 71 72,,,,,2611478.766000/1268038.551000,47.5629576952,7.59114642546,0.1,0.7,0
"47.5708812364,7.59748274005","{""type"": ""Point"", ""coordinates"": [7.597482740051673, 47.57088123641934]}",Dreirosen,Kindergarten,Riehenring 199,,,Kindergarten,,Riehenring,199,4057,Basel,+41 61 692 68 84,,,,,2611953.851000/1268920.502000,47.5708812364,7.59748274005,0.0,0.8999999999999999,1
"47.5500318889,7.61494561379","{""type"": ""Point"", ""coordinates"": [7.614945613785164, 47.550031888852246]}",Gellert,Kindergarten,Gellertstrasse 110,,,Kindergarten,,Gellertstrasse,110,4052,Basel,+41 61 312 87 78,,,,,2613273.063000/1266605.085000,47.5500318889,7.61494561379,0.0,0.30000000000000004,0
"47.5544321855,7.60561936511","{""type"": ""Point"", ""coordinates"": [7.605619365105182, 47.55443218554726]}",Gellert,Kindergarten,In den Klosterreben 17,,,Kindergarten,,In den Klosterreben,17,4052,Basel,+41 61 311 00 64,,,,,2612569.980000/1267092.818000,47.5544321855,7.60561936511,0.1,0.2,0
"47.5504921208,7.62007143851","{""type"": ""Point"", ""coordinates"": [7.620071438506711, 47.550492120823165]}",Gellert,Kindergarten,Kastanienweg 7,,,Kindergarten,,Kastanienweg,7,4052,Basel,+41 61 312 89 10,,,,,2613658.799000/1266657.133000,47.5504921208,7.62007143851,0.0,2.1,0
"47.5459086732,7.62004722046","{""type"": ""Point"", ""coordinates"": [7.62004722045713, 47.54590867317389]}",Gellert,Kindergarten,Lehenmattstrasse 290,,,Kindergarten,,Lehenmattstrasse,290,4052,Basel,+41 61 311 95 81,,,,,2613658.149000/1266147.504000,47.5459086732,7.62004722046,0.2,0.6,0
"47.5498545413,7.61174452865","{""type"": ""Point"", ""coordinates"": [7.611744528649153, 47.54985454129362]}",Gellert,Kindergarten,Rennweg 89,,,Kindergarten,,Rennweg,89,4052,Basel,+41 61 311 77 70,,,,,2613032.140000/1266584.832000,47.5498545413,7.61174452865,0.1,0.30000000000000004,0
"47.5503388556,7.56791110946","{""type"": ""Point"", ""coordinates"": [7.567911109455701, 47.550338855590894]}",Gotthelf,Kindergarten,Bristenweg 4,,,Kindergarten,,Bristenweg,4,4054,Basel,+41 61 302 11 49,,,,,2609732.415000/1266632.359000,47.5503388556,7.56791110946,0.1,1.1,0
"47.5533330153,7.56248157488","{""type"": ""Point"", ""coordinates"": [7.562481574882833, 47.55333301526893]}",Gotthelf,Kindergarten,Im langen Loh 101,,,Kindergarten,,Im langen Loh,101,4054,Basel,+41 61 302 98 59,,,,,2609323.179000/1266964.620000,47.5533330153,7.56248157488,0.0,0.1,0
"47.5767490106,7.59033163527","{""type"": ""Point"", ""coordinates"": [7.590331635270836, 47.57674901059624]}",Insel,Kindergarten,Inselstrasse 66,,,Kindergarten,,Inselstrasse,66,4057,Basel,+41 61 631 01 55,,,,,2611414.498000/1269571.876000,47.5767490106,7.59033163527,0.0,0.0,0
"47.578889113,7.59140868615","{""type"": ""Point"", ""coordinates"": [7.59140868615305, 47.57888911302623]}",Insel,Kindergarten,Kleinhüningerstrasse 152,,,Kindergarten,,Kleinhüningerstrasse,152,4057,Basel,+41 61 631 05 34,,,,,2611495.073000/1269809.989000,47.578889113,7.59140868615,0.0,0.0,0
"47.5786616031,7.59158494532","{""type"": ""Point"", ""coordinates"": [7.591584945319897, 47.578661603090815]}",Insel,Kindergarten,Kleinhüningerstrasse 154,,,Kindergarten,,Kleinhüningerstrasse,154,4057,Basel,+41 61 631 41 74,,,,,2611508.383000/1269784.718000,47.5786616031,7.59158494532,0.0,0.0,1
"47.5786985303,7.58936863379","{""type"": ""Point"", ""coordinates"": [7.589368633786232, 47.578698530317936]}",Insel,Kindergarten,Rastatterstrasse 32,,,Sekretariat,,Rastatterstrasse,32,4057,Basel,+41 61 639 93 00,,,,,2611341.629000/1269788.503000,47.5786985303,7.58936863379,0.0,0.0,0
"47.5640022624,7.57111837917","{""type"": ""Point"", ""coordinates"": [7.571118379168576, 47.564002262399136]}",Isaak Iselin,Kindergarten,Burgfelderstrasse 48,,,Kindergarten,,Burgfelderstrasse,48,4055,Basel,+41 61 381 46 11,,,,,2609971.297000/1268151.974000,47.5640022624,7.57111837917,0.0,0.8999999999999999,1
"47.564685307,7.57445836927","{""type"": ""Point"", ""coordinates"": [7.574458369268219, 47.564685307011544]}",Isaak Iselin,Kindergarten,Mittlere Strasse 153,,,Kindergarten,,Mittlere Strasse,153,4056,Basel,+41 61 321 58 17,,,,,2610222.523000/1268228.348000,47.564685307,7.57445836927,0.2,0.7,0
"47.5580398233,7.57653543792","{""type"": ""Point"", ""coordinates"": [7.576535437918548, 47.558039823344586]}",Isaak Iselin,Kindergarten,Nonnenweg 32,,,Kindergarten,,Nonnenweg,32,4055,Basel,+41 61 272 68 33,,,,,2610380.125000/1267489.716000,47.5580398233,7.57653543792,0.0,0.4,0
"47.5808483315,7.59044859734","{""type"": ""Point"", ""coordinates"": [7.590448597342714, 47.58084833154457]}",Kleinhüningen,Kindergarten,Giessliweg 61,,,Kindergarten,,Giessliweg,61,4057,Basel,+41 61 631 54 64,,,,,2611422.421000/1270027.694000,47.5808483315,7.59044859734,0.0,0.0,0
"47.542864028,7.59009871069","{""type"": ""Point"", ""coordinates"": [7.590098710690193, 47.54286402796965]}",Margarethen,Kindergarten,Dornacherstrasse 122,,,Kindergarten,,Dornacherstrasse,122,4053,Basel,+41 61 361 38 30,,,,,2611404.206000/1265804.217000,47.542864028,7.59009871069,0.30000000000000004,2.2,1
"47.5448171876,7.58745354847","{""type"": ""Point"", ""coordinates"": [7.587453548473217, 47.54481718763838]}",Margarethen,Kindergarten,Gempenstrasse 25,,,Kindergarten,,Gempenstrasse,25,4053,Basel,+41 61 361 13 37,,,,,2611204.651000/1266021.006000,47.5448171876,7.58745354847,0.0,0.1,0
"47.543758649,7.5861009756","{""type"": ""Point"", ""coordinates"": [7.586100975598933, 47.543758649028696]}",Margarethen,Kindergarten,Gempenstrasse 48,,,Kindergarten,,Gempenstrasse,48,4053,Basel,+41 61 208 54 11,,,,,2611103.044000/1265903.118000,47.543758649,7.5861009756,0.0,0.1,0
"47.5453299726,7.56033297052","{""type"": ""Point"", ""coordinates"": [7.560332970523358, 47.54532997261192]}",Neubad,Kindergarten,In den Ziegelhöfen 101,,,Kindergarten,,In den Ziegelhöfen,101,4054,Basel,+41 61 302 10 82,,,,,2609162.820000/1266074.524000,47.5453299726,7.56033297052,0.5,0.7999999999999999,0
"47.5467752902,7.56921609068","{""type"": ""Point"", ""coordinates"": [7.569216090680525, 47.54677529015579]}",Neubad,Kindergarten,Marschalkenstrasse 120,,,Kindergarten,,Marschalkenstrasse,120,4054,Basel,+41 61 208 51 24,,,,,2609831.304000/1266236.294000,47.5467752902,7.56921609068,0.0,0.4,1
"47.5503602117,7.58313847487","{""type"": ""Point"", ""coordinates"": [7.58313847487095, 47.5503602117375]}",Peter,Kindergarten,Birsigstrasse 46,,,Kindergarten,,Birsigstrasse,46,4054,Basel,+41 61 281 56 01,,http://schulen.edubs.ch/ps/peter/kindergarten,,,2610878.667000/1266636.721000,47.5503602117,7.58313847487,0.5,1.5,0
"47.5523831497,7.58056070155","{""type"": ""Point"", ""coordinates"": [7.580560701552933, 47.552383149704326]}",Peter,Kindergarten,Leimenstrasse 66,,,Kindergarten,,Leimenstrasse,66,4051,Basel,+41 61 281 68 84,,http://schulen.edubs.ch/ps/peter/kindergarten,,,2610684.218000/1266861.296000,47.5523831497,7.58056070155,0.4,1.0,0
"47.557539678,7.579741644","{""type"": ""Point"", ""coordinates"": [7.579741644002899, 47.557539678030025]}",Peter,Kindergarten,Socinstrasse 13,,,Kindergarten,,Socinstrasse,13,4051,Basel,+41 61 261 69 83,,http://schulen.edubs.ch/ps/peter/kindergarten,,,2610621.540000/1267434.532000,47.557539678,7.579741644,0.0,0.2,0
"47.547751989,7.60377360891","{""type"": ""Point"", ""coordinates"": [7.60377360891278, 47.547751988998094]}",Sevogel,Kindergarten,Engelgasse 118,,,Kindergarten,,Engelgasse,118,4052,Basel,+41 61 312 79 89,,,,,2612432.605000/1266349.766000,47.547751989,7.60377360891,0.4,0.5,0
"47.5499960141,7.60172430465","{""type"": ""Point"", ""coordinates"": [7.601724304647444, 47.54999601407142]}",Sevogel,Kindergarten,Kapellenstrasse 14,,,Kindergarten,,Kapellenstrasse,14,4052,Basel,+41 61 312 60 25,,,,,2612277.818000/1266598.954000,47.5499960141,7.60172430465,0.0,0.2,0
"47.5685507236,7.57821720542","{""type"": ""Point"", ""coordinates"": [7.578217205422659, 47.56855072357489]}",Volta,Kindergarten,Ryffstrasse 22,,,Kindergarten,,Ryffstrasse,22,4056,Basel,+41 61 321 06 45,,,,,2610504.637000/1268658.633000,47.5685507236,7.57821720542,0.0,0.2,0
"47.5679861586,7.57798717545","{""type"": ""Point"", ""coordinates"": [7.577987175447345, 47.567986158649774]}",St. Johann,Kindergarten,Ryffstrasse 31,,,Kindergarten,,Ryffstrasse,31,4056,Basel,+41 61 321 39 60,,,,,2610487.438000/1268595.829000,47.5679861586,7.57798717545,0.7,2.0000000000000004,0
"47.565744601,7.57916741525","{""type"": ""Point"", ""coordinates"": [7.579167415252443, 47.565744601045026]}",St. Johann,Kindergarten,St. Johannsring 22,,,Kindergarten,,St. Johannsring,22,4056,Basel,+41 61 321 16 14,,,,,2610576.696000/1268346.750000,47.565744601,7.57916741525,0.2,0.5,0
"47.5606759826,7.59663980783","{""type"": ""Point"", ""coordinates"": [7.596639807829067, 47.56067598255871]}",Theodor,Kindergarten,Claragraben 40,,,Kindergarten,,Claragraben,40,4058,Basel,+41 61 208 56 40,,,,,2611892.696000/1267785.664000,47.5606759826,7.59663980783,0.0,0.1,0
"47.5633220036,7.59601720454","{""type"": ""Point"", ""coordinates"": [7.59601720454473, 47.5633220035854]}",Theodor,Kindergarten,Drahtzugstrasse 30,,,Kindergarten,,Drahtzugstrasse,30,4057,Basel,+41 61 681 01 16,,,,,2611845.251000/1268079.778000,47.5633220036,7.59601720454,1.3000000000000003,1.3000000000000003,0
"47.5405604794,7.59952284577","{""type"": ""Point"", ""coordinates"": [7.599522845767578, 47.54056047936269]}",Thierstein,Kindergarten,Delsbergerallee 54,,,Kindergarten,,Delsbergerallee,54,4053,Basel,+41 61 331 58 50,,,,,2612114.240000/1265549.495000,47.5405604794,7.59952284577,0.30000000000000004,1.1,0
"47.5407415166,7.60101249369","{""type"": ""Point"", ""coordinates"": [7.601012493687892, 47.540741516599674]}",Thierstein,Kindergarten,Güterstrasse 300,,,Kindergarten,,Güterstrasse,300,4053,Basel,+41 61 331 15 73,,,,,2612226.354000/1265569.854000,47.5407415166,7.60101249369,0.0,0.2,0
"47.5443912783,7.58853443093","{""type"": ""Point"", ""coordinates"": [7.588534430925156, 47.544391278253116]}",Thierstein,Kindergarten,Sempacherstrasse 15,,,Kindergarten,,Sempacherstrasse,15,4053,Basel,+41 61 361 60 61,,,,,2611286.114000/1265973.804000,47.5443912783,7.58853443093,0.0,0.5,0
"47.5580678036,7.60212717475","{""type"": ""Point"", ""coordinates"": [7.60212717475357, 47.55806780363926]}",Vogelsang,Kindergarten,Fischerweg 8,,,Kindergarten,,Fischerweg,8,4058,Basel,+41 61 691 05 51,,,,,2612306.284000/1267496.506000,47.5580678036,7.60212717475,0.4,0.4,0
"47.5688260279,7.60394652727","{""type"": ""Point"", ""coordinates"": [7.603946527269422, 47.56882602794693]}",Erlenmatt,Kindergarten,Schönaustrasse 73,,,Kindergarten,,Schönaustrasse,73,4058,Basel,+41 61 681 14 84,,http://schulen.edubs.ch/ps/erlenmatt/kindergarten/schoenaustrasse,maya.schoeb@edubs.ch,,2612440.710000/1268692.985000,47.5688260279,7.60394652727,0.0,0.0,1
"47.5727032404,7.57579352077","{""type"": ""Point"", ""coordinates"": [7.575793520768888, 47.57270324036758]}",Lysbüchel,Kindergarten,Elsässerstrasse 131,,,Kindergarten,,Elsässerstrasse,131,4056,Basel,+41 61 321 00 25,,,,,2610321.452000/1269120.028000,47.5727032404,7.57579352077,0.4,2.1,2
"47.5677828288,7.57467316244","{""type"": ""Point"", ""coordinates"": [7.574673162443972, 47.5677828288138]}",Volta,Kindergarten,Im Davidsboden 4,,,Kindergarten,,Im Davidsboden,4,4056,Basel,+41 61 321 10 51,,,,,2610238.094000/1268572.786000,47.5677828288,7.57467316244,0.1,0.6,0
"47.5692732693,7.57749252092","{""type"": ""Point"", ""coordinates"": [7.577492520920194, 47.569273269349694]}",Volta,Kindergarten,Murbacherstrasse 27,,,Kindergarten,,Murbacherstrasse,27,4056,Basel,+41 61 322 07 70,,,,,2610449.963000/1268738.876000,47.5692732693,7.57749252092,0.0,0.2,0
"47.5683632288,7.57541075462","{""type"": ""Point"", ""coordinates"": [7.575410754623949, 47.568363228819315]}",Volta,Kindergarten,Vogesenstrasse 105,,,Kindergarten,,Vogesenstrasse,105,4056,Basel,+41 61 322 11 21,,,,,2610293.487000/1268637.416000,47.5683632288,7.57541075462,0.30000000000000004,0.30000000000000004,0
"47.5680724028,7.56160482694","{""type"": ""Point"", ""coordinates"": [7.561604826940646, 47.5680724027702]}",Wasgenring,Kindergarten,Burgfelderstrasse 231,,,Kindergarten,,Burgfelderstrasse,231,4055,Basel,+41 61 321 88 34,,,,,2609254.634000/1268603.371000,47.5680724028,7.56160482694,0.30000000000000004,1.4000000000000001,1
"47.5622136336,7.56255955566","{""type"": ""Point"", ""coordinates"": [7.562559555661828, 47.56221363362319]}",Wasgenring,Kindergarten,Welschmattstrasse 30,,,Kindergarten,,Welschmattstrasse,30,4055,Basel,+41 61 385 50 60,,,,,2609327.500000/1267952.053000,47.5622136336,7.56255955566,0.0,0.4,0
"47.5644499366,7.60723309474","{""type"": ""Point"", ""coordinates"": [7.607233094735241, 47.56444993658432]}",Vogelsang,Kindergarten,Schwarzwaldallee 161,,,Kindergarten,,Schwarzwaldallee,161,4058,Basel,+41 61 208 56 25,,,,,2612689.064000/1268206.936000,47.5644499366,7.60723309474,0.0,0.0,0
"47.5576654743,7.58377067845","{""type"": ""Point"", ""coordinates"": [7.583770678449682, 47.55766547428497]}",Peter,Kindergarten,Petersgraben 52,,,Kindergarten,,Petersgraben,52,4051,Basel,+41 61 261 02 53,,http://schulen.edubs.ch/ps/peter/kindergarten,,,2610924.763000/1267449.069000,47.5576654743,7.58377067845,0.0,0.4,0
"47.5323198331,7.59883421317","{""type"": ""Point"", ""coordinates"": [7.598834213167279, 47.53231983307815]}",Bruderholz,Tagesstruktur,TS Bruderholz,Steven,Roth,Leiter Tagesstruktur,,Jakobsbergholzweg,121,4059,Basel,+41 79 560 34 73,+41 61 361 95 05,,ts_bruderholz@robi-spiel-aktionen.ch,,2612064.254000/1264633.131000,47.5323198331,7.59883421317,0.0,0.3,0
"47.5698129584,7.58950682296","{""type"": ""Point"", ""coordinates"": [7.589506822955818, 47.569812958437346]}",Dreirosen,Tagesstruktur,TS Dreirosen,,,Leitung Tagesstruktur,,Breisacherstrasse,134,4057,Basel,+41 61 208 50 84,,,niko.grubesa@dreirosen.ch,,2611353.915000/1268800.543000,47.5698129584,7.58950682296,0.0,0.3,0
"47.5628852625,7.56943578239","{""type"": ""Point"", ""coordinates"": [7.569435782388405, 47.56288526252192]}",Isaak Iselin,Tagesstruktur,TS Isaak Iselin,,,Leitung Tagesstruktur,,Häsingerstrasse,7,4055,Basel,+41 79 964 84 19,,,j.staempfli@robi-spiel-aktionen.ch,,2609844.876000/1268027.565000,47.5628852625,7.56943578239,0.5,1.1,0
"47.5842921532,7.59253408459","{""type"": ""Point"", ""coordinates"": [7.592534084589134, 47.584292153246786]}",Kleinhüningen,Tagesstruktur,TS Kleinhüningen,,,Leitung Tagesstruktur,,Dorfstrasse,51,4057,Basel,+41 61 208 53 35,,,brigitta.bachofer@bs.ch,,2611578.571000/1270410.915000,47.5842921532,7.59253408459,0.1,0.5,0
"47.5611626101,7.59657034776","{""type"": ""Point"", ""coordinates"": [7.596570347763, 47.56116261010183]}",Theodor,Tagesstruktur,TS Wettstein,,,Leitung Tagesstruktur,,Claragraben,50,4058,Basel,+41 61 681 09 84,,,walter.tenued@bs.ch,,2611887.360000/1267839.761000,47.5611626101,7.59657034776,0.0,0.0,0
"47.5620206495,7.56097940159","{""type"": ""Point"", ""coordinates"": [7.560979401593363, 47.56202064951972]}",Wasgenring,Tagesstruktur,TS Wasgenring,,,Leitung Tagesstruktur,,Welschmattstrasse,30,4055,Basel,+41 61 322 00 85,,,,,2609208.612000/1267930.410000,47.5620206495,7.56097940159,0.0,0.3,0
"47.5551660462,7.56695221164","{""type"": ""Point"", ""coordinates"": [7.56695221164485, 47.55516604621018]}",Gotthelf,Tagesstruktur,TS Gotthelf,,,Leitung Tagesstruktur,,St. Galler-Ring,130,4054,Basel,+41 61 301 35 25,,,ts_gotthelf@robi-spiel-aktionen.ch,,2609659.361000/1267168.969000,47.5551660462,7.56695221164,0.0,0.0,0
"47.5595320241,7.58769040772","{""type"": ""Point"", ""coordinates"": [7.587690407723739, 47.55953202414034]}",Peter,Tagesstruktur,TS Peters,,,Leitung Tagesstruktur,,Marktgasse,5,4051,Basel,+41 79 649 78 89,,,christoph.renz@bs.ch,,2611219.392000/1267657.158000,47.5595320241,7.58769040772,1.0,0.9,0
"47.5576492415,7.59087028362","{""type"": ""Point"", ""coordinates"": [7.590870283619022, 47.55764924152152]}",Münsterplatz,Tagesstruktur,TS Münsterplatz,,,Leitung Tagesstruktur,,Augustinergasse,11,4051,Basel,+41 79 649 78 89,,,,,2611459.123000/1267448.271000,47.5576492415,7.59087028362,0.0,0.0,0
"47.5656453513,7.58029348091","{""type"": ""Point"", ""coordinates"": [7.58029348090781, 47.56564535125711]}",Vogesen,Tagesstruktur,TS Vogesen,,,Leitung Tagesstruktur,,Spitalstrasse,52,4056,Basel,+41 79 274 29 61,,,giuseppe.mavrici@bs.ch,,2610661.457000/1268335.866000,47.5656453513,7.58029348091,0.30000000000000004,0.8,0
"47.5623332538,7.57069881075","{""type"": ""Point"", ""coordinates"": [7.57069881075029, 47.56233325378307]}",Isaak Iselin,Tagesstruktur,TS Isaak Iselin,,,Leitung Tagesstruktur,,Hagentalerstrasse,46,4055,Basel,+41 79 964 84 19,,,j.staempfli@robi-spiel-aktionen.ch,,2609940.032000/1267966.346000,47.5623332538,7.57069881075,0.1,0.8,0
"47.5536299807,7.58725715334","{""type"": ""Point"", ""coordinates"": [7.58725715333529, 47.55362998070482]}",Holbein,Tagesstruktur,TS Holbein,,,Sekretariat,,Kanonengasse,9,4051,Basel,+41 61 267 55 35,,,gioia.macoa@e-9.ch,,2611188.020000/1267000.857000,47.5536299807,7.58725715334,0.0,0.1,0
"47.5500472705,7.60117018424","{""type"": ""Point"", ""coordinates"": [7.601170184242468, 47.55004727053666]}",Sevogel,Tagesstruktur,TS Sevogel,,,,,Kapellenstrasse,5,4052,Basel,,,,,,2612236.094000/1266604.567000,47.5500472705,7.60117018424,0.2,0.30000000000000004,0
"47.549374165,7.60003438193","{""type"": ""Point"", ""coordinates"": [7.600034381927976, 47.54937416495398]}",St. Alban,Tagesstruktur,TS St. Alban,,,Leitung Tagesstruktur,,Engelgasse,40,4052,Basel,+41 61 208 54 94,,,ali.batache@edubs.ch,,2612150.748000/1266529.550000,47.549374165,7.60003438193,0.0,0.0,0
"47.5468615073,7.60329069334","{""type"": ""Point"", ""coordinates"": [7.603290693344424, 47.54686150726345]}",Wirtschaftsgymnasium,Tagesstruktur,Mensa Wirtschaftsgym,,,,,Andreas Heusler-Strasse,41,4052,Basel,,,,,,2612396.458000/1266250.679000,47.5468615073,7.60329069334,0.0,0.0,0
"47.5491467344,7.6133508103","{""type"": ""Point"", ""coordinates"": [7.613350810299836, 47.54914673438785]}",Gellert,Tagesstruktur,TS Christoph Merian,,,Leitung Tagesstruktur,,Emanuel-Büchel-Strasse,45,4052,Basel,+41 61 317 95 73,+41 61 317 95 75,,rita.wettstein@bs.ch,,2613153.230000/1266506.399000,47.5491467344,7.6133508103,0.2,0.30000000000000004,0
"47.5779556977,7.58848323308","{""type"": ""Point"", ""coordinates"": [7.588483233075412, 47.57795569765908]}",Insel,Tagesstruktur,TS Insel,,,Leitung Tagesstruktur,,Inselstrasse,41,4057,Basel,+41 61 208 53 03,,,marie-therese.scherer@bs.ch,,2611275.172000/1269705.781000,47.5779556977,7.58848323308,0.1,0.30000000000000004,0
"47.5585690443,7.59627825185","{""type"": ""Point"", ""coordinates"": [7.596278251852139, 47.55856904432931]}",Waisenhaus,Tagesstruktur,TS Theodor,,,Leitung Tagesstruktur,,Theodorskirchplatz,7,4058,Basel,+41 61 699 33 11,,,,,2611865.953000/1267551.342000,47.5585690443,7.59627825185,0.2,0.8999999999999999,0
"47.5670734858,7.62442147733","{""type"": ""Point"", ""coordinates"": [7.624421477330264, 47.567073485782046]}",Hirzbrunnen,Tagesstruktur,TS Hirzbrunnen,,,Leitung Tagesstruktur,,Zu den drei Linden,70,4058,Basel,+41 61 208 57 55,,,d.noser@robi-spiel-aktionen.ch,,2613981.905000/1268501.553000,47.5670734858,7.62442147733,0.0,0.0,0
